,0
Q99JB6,0.5
F4J2K2,1.0
O95684,0.2
Q96NE9,1.0
P36088,1.0
Q3EBQ3,1.0
Q9ZVC9,1.0
Q9S793,1.0
Q92945,0.029411764705882353
Q9PRJ8,1.0
O15117,1.0
Q8VZS9,0.5
Q32M02,0.3333333333333333
O36024,1.0
P40099,1.0
Q68CZ1,0.5
Q8BGW1,0.5
Q9GPZ7,1.0
Q12247,0.3333333333333333
Q8GVZ6,0.3333333333333333
Q8TAE8,0.3333333333333333
P83780,1.0
Q61169,0.5
P33893,1.0
Q9FWR5,0.25
P15442,1.0
Q96RT7,1.0
O46567,0.25
Q9SY66,1.0
Q5UBY2,1.0
Q8N4E7,0.14285714285714285
Q8CG73,0.3333333333333333
P35637,0.25
O74972,1.0
Q8L3Z8,0.2
Q7L622,1.0
Q9FX54,0.16666666666666666
O59812,1.0
Q9W3Y4,1.0
Q04739,1.0
F4JV80,0.3333333333333333
O43716,0.25
Q8WUU5,0.25
Q84P53,1.0
Q8SY33,1.0
P62879,0.25
Q5GIS3,0.3333333333333333
P30793,0.3333333333333333
H2L099,1.0
Q8LSN3,0.0625
P42776,0.3333333333333333
Q9HDV9,0.5
O80988,0.5
Q9VRJ0,1.0
P38812,1.0
P30047,1.0
Q9LR30,0.5
P40208,1.0
P38783,1.0
O13837,1.0
Q8CA72,1.0
Q5JY77,0.5
Q9LRH6,1.0
P43694,0.3333333333333333
Q94CE5,1.0
Q10282,1.0
P42775,0.5
P38011,0.16666666666666666
Q9SMN1,0.5
P16068,1.0
Q06625,1.0
P39958,1.0
P39993,1.0
Q09733,1.0
Q9VVX0,1.0
Q9H840,1.0
P55163,1.0
Q9P7R5,1.0
Q9M0A7,0.3333333333333333
Q9LUD9,1.0
Q7XAK4,0.3333333333333333
P27469,1.0
P00360,0.16666666666666666
Q8H103,0.1
Q92908,0.5
A6NHX0,0.5
Q84P54,0.2
P97265,0.5
Q9H227,0.5
P49177,1.0
P42777,0.3333333333333333
Q9SJU9,0.3333333333333333
Q94AU7,0.25
Q27403,1.0
P33892,0.5
Q94B78,0.5
Q9C104,1.0
P52566,0.3333333333333333
Q8TEQ6,1.0
Q03555,1.0
Q8GWW8,1.0
O70237,0.3333333333333333
Q8RWE8,0.5
Q9LQT8,0.16666666666666666
P28007,0.5
P11862,0.5
Q9ZPQ3,1.0
Q8WXD5,1.0
P34802,0.14285714285714285
Q9STX3,1.0
Q641A1,0.5
Q6DFA8,0.5
P34689,0.038461538461538464
Q8K1M4,1.0
P00359,0.16666666666666666
Q9M350,1.0
Q7XJ96,0.5
Q9H0R6,1.0
Q8WTX7,0.5
Q84P52,0.5
P35573,1.0
Q9USN5,1.0
Q99PT1,0.3333333333333333
Q32NR9,1.0
Q9SSQ4,1.0
P40492,1.0
Q9WUU9,0.3333333333333333
P17679,0.5
Q14397,1.0
P06536,0.2
A3C6G9,0.5
Q02979,0.5
P83774,0.2
Q9C6B3,0.25
Q09785,1.0
Q9TU03,0.3333333333333333
A4FVR1,0.5
Q9Y2X7,0.5
P27900,0.038461538461538464
O13702,1.0
P47011,1.0
Q93YV0,1.0
Q7L5D6,1.0
Q5VTD9,0.3333333333333333
O22043,1.0
O59703,1.0
Q9NWU2,1.0
Q12418,1.0
P30627,1.0
P91420,0.16666666666666666
Q12315,1.0
Q61602,1.0
O22287,0.16666666666666666
Q9FMV1,0.5
P16383,0.2
Q9SGA2,1.0
O59679,1.0
Q8IS21,1.0
D3YN49,1.0
O74432,1.0
Q6L545,1.0
O02658,0.16666666666666666
O23647,0.5
Q0VGT2,0.3333333333333333
Q6XP49,0.5
Q9ZST4,1.0
P39732,1.0
P48727,0.14285714285714285
Q9VD44,0.2
G5EFL0,0.3333333333333333
Q0WPZ7,1.0
O94652,1.0
Q43127,0.5
P32288,0.5
Q10CE4,0.25
Q9LU39,0.5
Q96IJ6,0.16666666666666666
P25157,1.0
P29348,0.125
Q03557,1.0
O75879,0.5
P53260,1.0
P36408,0.3333333333333333
O24456,0.16666666666666666
P04150,0.25
Q12125,1.0
Q04839,1.0
Q9N658,1.0
Q12263,0.3333333333333333
Q03833,0.5
O35826,1.0
Q9VYS4,1.0
O17087,1.0
Q91YI6,1.0
D2WL32,1.0
P08151,1.0
Q59W62,0.5
Q6PBM1,0.5
Q9HDW8,0.5
Q9LSV0,1.0
Q2QPW1,1.0
Q6PGG6,0.5
Q811S9,0.14285714285714285
Q8CI11,0.14285714285714285
Q99JY3,0.3333333333333333
Q6P9H5,0.3333333333333333
Q04233,1.0
Q2KIR7,0.25
O13426,1.0
Q94JQ3,1.0
G5EEN4,0.25
P06537,0.2
Q9LQL0,0.3333333333333333
O14224,1.0
Q9Y7U3,1.0
P53849,1.0
Q8IVS8,0.058823529411764705
P10070,0.25
Q9FFH0,1.0
P39726,1.0
Q8GY54,1.0
Q95UQ1,1.0
Q5ZR76,1.0
Q9NWZ8,1.0
Q58EE9,0.1
P14136,0.5
Q9M0A5,0.3333333333333333
P25569,1.0
Q59VM7,1.0
Q16775,1.0
Q02784,0.5
Q9UI32,1.0
Q9C102,1.0
Q12393,1.0
Q99684,0.3333333333333333
Q8VZS6,0.5
Q9FN69,1.0
Q95ZK7,1.0
Q53GS7,1.0
Q9LZS3,1.0
Q9LRR9,0.25
Q9LRS0,0.25
B7ZFT1,1.0
Q9DB00,1.0
P46984,1.0
Q6NXH3,0.5
Q8SR40,1.0
P47122,0.3333333333333333
Q08726,0.5
F4JTE7,1.0
P81274,1.0
Q9NW75,1.0
O75791,1.0
Q14449,0.5
Q03160,0.5
Q9ZR12,0.25
Q84Y95,0.3333333333333333
Q9BQ67,1.0
Q9Z1B2,1.0
P30713,0.25
Q8L7C9,0.3333333333333333
Q9JI57,1.0
P36156,0.5
D2XV59,0.25
O94250,0.5
Q05926,1.0
Q0JKD0,0.2
Q9NZD2,1.0
Q9LV03,0.14285714285714285
Q6IB77,0.25
Q94C74,0.16666666666666666
P21279,0.125
Q03786,1.0
O14443,0.5
F3Y5P4,1.0
Q3V6T2,0.5
P38715,0.2
Q9NZI5,0.25
Q03569,0.5
Q9Y4H4,1.0
Q8R4T5,0.07142857142857142
Q08969,1.0
Q12068,0.25
Q5FWH3,0.25
O74791,0.125
Q9C469,1.0
Q8GWS0,0.14285714285714285
O94246,0.5
Q9FHE1,0.2
Q923K4,0.16666666666666666
Q56WN1,0.5
Q69RJ0,0.023809523809523808
P34897,1.0
Q9Y5P6,0.14285714285714285
A8MTJ3,0.14285714285714285
P39717,1.0
Q9HCN4,0.25
Q95QJ7,0.5
P15505,0.5
O77512,0.25
Q49A26,1.0
P04899,0.125
Q9SCX9,0.25
P32191,0.5
P36970,0.3333333333333333
Q9U405,1.0
Q60760,1.0
Q14451,0.3333333333333333
Q9UU96,1.0
Q64MA3,1.0
Q08622,1.0
Q9S7E9,0.5
E5RQA1,1.0
Q9NUV9,0.2
Q22663,1.0
Q9Y7N3,0.5
Q86SX6,0.16666666666666666
P29992,0.125
Q8TAX9,1.0
Q60EZ2,1.0
Q9Y2Q3,0.3333333333333333
P78417,0.5
Q9UT36,0.5
O76003,0.3333333333333333
Q08886,1.0
Q86WP2,0.5
Q10104,1.0
P27601,0.16666666666666666
P63096,0.125
Q9NVN8,0.5
O59762,1.0
Q8IX06,1.0
O42906,0.25
P40106,0.5
O49506,0.25
P17695,1.0
Q9CQM9,0.5
Q03460,1.0
P08754,0.125
Q96QA5,0.5
P46309,0.5
Q9LX31,0.2
Q04322,1.0
O94711,1.0
Q9VXG1,0.14285714285714285
P0CS82,1.0
Q99714,0.3333333333333333
Q0J7P4,0.25
Q9ZV65,0.5
Q9P3U4,1.0
Q9BXL5,0.5
Q568P9,1.0
Q6WQI6,1.0
C8V4D4,1.0
Q8LF89,0.5
Q94BZ7,0.09090909090909091
P59169,0.1111111111111111
Q8LPU4,1.0
P34470,1.0
Q9FML2,0.14285714285714285
Q92769,0.1
O14092,1.0
Q9ERZ0,0.5
O04921,1.0
F4KDN0,1.0
Q550D5,0.1
Q9C882,0.25
Q969Y2,0.25
Q80SU7,1.0
P35064,0.07692307692307693
P41353,0.1111111111111111
Q8H991,1.0
Q9SNQ6,0.25
Q06623,1.0
Q76N89,0.5
Q76PD2,1.0
Q6NVF4,0.5
Q60848,0.5
Q9BYK8,1.0
Q10452,1.0
Q9FE46,0.25
P09211,1.0
Q9ZRT5,0.2
Q8L727,0.16666666666666666
Q84XV2,1.0
Q04806,0.5
A4D1E9,0.3333333333333333
O74544,1.0
Q9DAN6,1.0
Q9UBP9,1.0
Q9SAC6,0.5
Q5YLB4,0.25
Q4VBD9,0.1
P62804,0.25
Q90474,0.2
Q96MB7,1.0
Q96CS2,1.0
Q9H6D7,1.0
Q5BKC6,1.0
Q8R316,0.5
Q03385,1.0
O88958,1.0
Q8C0L9,1.0
Q8N335,1.0
P90551,1.0
P41277,0.5
Q9JJA9,0.07692307692307693
A2XA73,1.0
Q8K5C0,0.25
P83775,0.2
Q9BYG8,0.3333333333333333
O74824,1.0
P08992,0.08333333333333333
Q8CCK0,0.09090909090909091
P16104,0.06666666666666667
Q9BVP2,0.14285714285714285
Q8T1C6,1.0
Q9UTL7,0.25
O04922,1.0
O70325,0.3333333333333333
P28676,1.0
Q07845,1.0
Q93V58,1.0
A8E0R9,1.0
Q62833,1.0
Q96305,0.5
P27456,0.25
Q9DCM2,0.5
Q9C8M3,0.3333333333333333
Q6DBX4,1.0
P38646,0.2
Q8LBK6,0.5
Q9NZM5,0.3333333333333333
Q9M2W2,0.2
Q9N1F5,0.5
Q9FGW9,1.0
Q9FT54,1.0
P78347,1.0
P48239,1.0
P53258,1.0
Q9SS38,0.25
Q27511,0.08333333333333333
P59226,0.1111111111111111
Q9I9R0,1.0
P41546,1.0
Q75N03,1.0
Q8I7Z8,1.0
Q8H7F6,0.07692307692307693
Q12849,0.3333333333333333
Q9P0R6,1.0
Q9UUH7,1.0
Q9CAF6,0.2
Q5YLB5,0.5
Q02539,0.2
P0C5Y9,0.14285714285714285
P62787,0.25
Q0WP44,0.5
O94927,1.0
Q96VH4,0.5
Q9V4C8,1.0
Q9SL92,0.3333333333333333
Q55BW2,0.125
O22446,0.1
Q13547,0.1
Q6K678,1.0
Q9Y5Z4,0.5
Q8K4P8,0.5
Q8NG08,0.25
Q5Y4Y6,0.3333333333333333
Q8NEC7,1.0
Q18973,0.5
Q07729,1.0
A1Z6E0,1.0
Q9AWA5,1.0
P07305,1.0
P0C5Z0,0.1111111111111111
Q9U281,0.1
Q402E2,0.1111111111111111
Q22RG7,0.125
Q8CHM7,0.5
Q07653,1.0
P53834,0.5
P34243,1.0
O42227,0.1
Q5A960,1.0
Q8MT06,0.14285714285714285
Q8TE85,0.25
P38647,0.3333333333333333
Q9P6M1,1.0
Q96266,0.16666666666666666
Q6NMS0,1.0
Q9ZRW8,0.3333333333333333
Q9FNM5,0.16666666666666666
P48566,0.5
P04913,1.0
P0C0S6,0.07692307692307693
Q41811,0.3333333333333333
P00348,0.3333333333333333
Q852L0,0.25
Q9Y3E1,0.2
Q9H583,0.3333333333333333
Q9NRV9,0.5
O48721,0.07692307692307693
Q91898,0.5
P32479,1.0
P87315,1.0
O17468,0.5
P20271,1.0
Q9LZR5,0.25
Q3U487,0.07692307692307693
Q9P2P5,1.0
Q9ZVW2,1.0
Q230X8,1.0
Q14526,1.0
F4K1R2,1.0
Q9FJH5,1.0
Q6NPM8,0.16666666666666666
Q22717,0.5
Q93356,0.3333333333333333
O54879,1.0
Q9Z130,0.3333333333333333
P31942,0.5
Q794E4,0.3333333333333333
P52272,0.3333333333333333
P12258,0.5
Q56R42,0.16666666666666666
Q8WNR4,1.0
Q9NVX0,1.0
Q99871,1.0
Q3UMU9,0.25
Q56WH4,0.2
Q9R257,0.5
F4HRI2,0.5
Q05580,1.0
P42804,0.25
Q9C5Q8,1.0
Q12276,0.5
Q9LS00,0.25
Q9Y2N7,0.16666666666666666
Q0E908,1.0
O59667,1.0
Q71PD7,0.07692307692307693
Q03532,1.0
Q09146,0.2
O60381,0.5
Q9Y5Z7,0.5
Q99N13,1.0
P22557,1.0
Q9LR75,0.14285714285714285
P42043,0.25
Q9UST9,1.0
F2Z461,0.5
O94992,1.0
Q9JJ50,0.3333333333333333
Q9DD02,0.25
Q32SG6,0.5
Q3HNG7,0.125
O75367,0.09090909090909091
P48003,0.09090909090909091
O14019,1.0
Q12180,1.0
Q64279,1.0
Q9Z0R0,1.0
P46604,1.0
Q68CZ6,1.0
Q7Z4H7,1.0
O74774,1.0
Q8GS60,1.0
Q61191,0.5
P14317,0.3333333333333333
O15379,0.1111111111111111
P09950,0.1
Q3B7D0,0.09090909090909091
Q9FE22,1.0
Q9JHS2,0.14285714285714285
O80528,1.0
Q9BT25,1.0
Q9SR77,0.14285714285714285
P32769,1.0
Q9FVE6,0.25
P11353,1.0
Q5GLZ8,1.0
Q8IVU3,0.3333333333333333
Q9H422,0.25
Q8QFR2,0.3333333333333333
P46943,1.0
P08985,0.07142857142857142
Q12692,0.07692307692307693
Q7Z2G1,0.5
Q12753,0.3333333333333333
Q06629,1.0
O09106,0.1
Q7TS99,1.0
E9QAM5,0.5
Q9Y5R4,0.5
O94301,1.0
F4JRB0,0.5
Q16665,0.14285714285714285
Q53FT3,0.25
O59836,1.0
Q9BQA5,1.0
O24591,0.2
Q03937,1.0
I6PL68,0.5
O59786,0.5
Q9UII4,0.5
Q9QYL0,1.0
Q9QZR5,0.25
Q8T0S6,0.5
P47171,0.5
Q9BW71,1.0
Q93Z17,0.5
O48782,0.5
O48722,0.5
P47175,1.0
Q9USN7,1.0
Q9BUP3,1.0
O13772,0.3333333333333333
F4IN78,0.14285714285714285
Q6Q5K6,1.0
P83776,1.0
A2XLV9,0.3333333333333333
O74648,1.0
Q659A1,0.5
O22941,0.5
Q9UTM0,1.0
P40060,1.0
Q94KR7,0.5
Q6Z2Z4,0.25
Q21067,0.5
O35368,0.3333333333333333
P0DOV1,0.3333333333333333
Q8R5F7,0.5
P20695,1.0
Q9P305,0.3333333333333333
Q9VE87,0.3333333333333333
Q00PI9,0.14285714285714285
Q8VEK3,0.25
Q9W539,0.3333333333333333
P38922,0.14285714285714285
Q08168,1.0
Q6YN16,1.0
Q12988,1.0
Q9LEY4,0.2
P34370,1.0
Q9LSE2,1.0
Q3UZ18,0.5
Q10439,1.0
F4IPE3,0.5
O81796,0.3333333333333333
Q8RWL4,1.0
Q9BTL4,0.3333333333333333
Q9P7S9,1.0
O82499,1.0
O49595,0.25
P52927,0.5
P93047,0.14285714285714285
O81027,1.0
Q03973,1.0
Q84JU6,1.0
Q9UPZ3,1.0
Q24142,1.0
Q05549,1.0
Q9FX67,0.25
Q92598,0.09090909090909091
Q84Q77,1.0
P19882,0.16666666666666666
P02829,0.2
Q18688,0.2
Q16082,1.0
Q9UJY1,1.0
Q09811,1.0
Q7TMY8,1.0
Q8W191,1.0
Q8WUF5,1.0
P53892,1.0
Q8WZK3,1.0
Q6NT76,1.0
P05204,0.25
P82970,0.3333333333333333
P20823,0.14285714285714285
O60760,1.0
Q9NWW0,1.0
Q9C9W5,1.0
Q00613,0.2
P50582,1.0
Q383Q5,1.0
P38348,1.0
P17156,0.07142857142857142
O59838,0.1111111111111111
Q05931,0.5
Q10076,1.0
O43719,1.0
P52792,0.3333333333333333
P17712,0.3333333333333333
O14254,0.5
Q10132,0.3333333333333333
Q9LY61,0.3333333333333333
P53688,1.0
P86397,1.0
Q59RW5,0.3333333333333333
Q62726,0.3333333333333333
Q55GF9,0.25
Q9S7H8,0.5
Q14197,0.5
P20067,1.0
P41133,0.25
O94704,1.0
P39936,1.0
Q9R002,1.0
Q9H2S9,1.0
F4I893,0.5
O04203,0.5
P38790,1.0
O60921,1.0
Q9ZQC5,0.5
P93032,0.3333333333333333
P28241,0.3333333333333333
Q8LG77,0.5
O75874,0.5
B7SXM5,0.5
Q5VY09,0.5
Q02748,0.16666666666666666
Q9UST4,0.25
P90901,0.5
Q19286,1.0
Q9BYX4,0.5
Q0G838,1.0
Q61371,0.5
Q8LFW5,1.0
Q9XER9,0.16666666666666666
P78955,1.0
P31272,1.0
Q96M11,1.0
Q9SKX1,1.0
Q9UPZ9,0.3333333333333333
P54105,1.0
Q9M9V6,0.3333333333333333
A2T2X4,1.0
Q9UBC1,1.0
O15111,0.3333333333333333
O14920,0.3333333333333333
Q3SXM5,0.5
Q6VYH9,1.0
O74984,1.0
Q04432,0.2
Q0VDF9,0.125
Q9UBY9,1.0
O46339,0.25
P40325,1.0
F4IZM8,0.25
Q9BYI3,1.0
Q9W1R4,1.0
Q8VYU8,0.5
P41136,0.5
Q9FFH3,0.3333333333333333
Q8LFC0,0.3333333333333333
P51553,0.5
O35586,0.3333333333333333
Q9SYQ0,1.0
F4IXE7,1.0
O14210,0.5
P32617,1.0
Q3B8Q2,0.16666666666666666
Q3U4H6,1.0
Q9WV93,0.25
Q9QUS4,0.25
Q9C9L4,0.5
P50135,1.0
Q9BUJ2,0.14285714285714285
O94586,1.0
Q8NJT7,0.1111111111111111
Q2WGK3,0.1111111111111111
Q96ED9,0.25
Q9HGK2,0.25
Q8N7B1,0.5
Q4QQW3,0.3333333333333333
Q9SIF2,0.125
P38532,0.2
Q96LI6,1.0
O74914,0.2
Q08992,0.14285714285714285
Q9FJF8,1.0
Q9H9L3,1.0
Q8VHV7,0.5
P14866,0.5
Q9FX64,0.5
P53187,0.5
Q9SLJ2,1.0
Q05905,1.0
Q10092,1.0
P33416,1.0
Q96VB9,0.16666666666666666
P04792,1.0
Q9UR39,1.0
Q84JU4,1.0
Q9ZWA6,0.3333333333333333
Q945K7,0.5
Q8BPC6,0.3333333333333333
Q9BXS1,0.3333333333333333
Q9JKU3,1.0
Q9PW28,0.2
P06730,0.2
P23301,0.25
Q6YUX0,0.2
Q9H0C8,1.0
Q9FJD4,0.3333333333333333
Q14974,0.2
P40069,1.0
Q9SUV9,1.0
Q68E01,0.06666666666666667
Q9UL03,1.0
Q9NVH2,0.5
Q9UHH9,0.3333333333333333
Q10272,1.0
Q8NFU5,0.3333333333333333
P70434,0.25
Q9Y7X6,0.5
Q8IU81,0.5
O13848,0.25
G5DGA8,0.5
Q08561,1.0
Q94B52,0.5
Q9XUC2,1.0
Q5EA95,1.0
Q9EST8,0.5
Q14164,0.3333333333333333
Q03267,0.3333333333333333
Q9FNN3,1.0
Q9SLX0,0.16666666666666666
Q19969,1.0
O13864,0.2
P38217,1.0
P53067,1.0
P20839,0.125
P12268,0.125
P50095,0.1111111111111111
Q4VRV8,0.25
Q10139,0.25
Q8LPJ5,0.16666666666666666
Q9Y2F5,1.0
Q8LE98,1.0
Q9LVQ7,0.3333333333333333
Q9PW80,0.5
O82234,0.25
P48597,0.2
Q93VP3,0.25
Q387H6,0.25
O94476,1.0
P43598,1.0
Q0DUR2,0.16666666666666666
Q9TZC4,1.0
Q13418,1.0
Q22560,0.25
O74476,0.5
P32337,1.0
P25642,1.0
Q10199,1.0
Q96G21,0.3333333333333333
Q53TQ3,1.0
Q9H160,1.0
P53115,1.0
Q9VT41,0.5
Q95TS5,0.5
Q9ULD6,0.3333333333333333
Q9FK88,0.25
Q04213,1.0
Q9SLK0,0.5
Q80VL0,1.0
Q6KCA4,1.0
P43579,1.0
Q9CPN8,0.2
Q05D44,1.0
Q6NLP2,1.0
Q9VHS8,0.16666666666666666
P10081,0.25
Q9DFS6,0.2
Q10475,1.0
Q9CXY6,0.5
Q9Z1X4,0.3333333333333333
Q8NBZ0,1.0
Q63ZW7,1.0
Q0VD86,1.0
Q9NQS7,0.25
O74736,1.0
O94701,1.0
Q9LX12,0.5
Q9ULG1,0.5
Q9NVR2,1.0
Q9LDY9,0.09090909090909091
P07250,1.0
Q9SB60,0.5
Q93Y52,0.5
Q6DN90,1.0
O82645,1.0
P61372,1.0
Q5C9I9,0.1
Q5DM57,1.0
O13089,0.3333333333333333
Q91550,0.3333333333333333
Q01292,0.125
Q71VM4,0.14285714285714285
P91276,1.0
P52294,0.2
Q19420,1.0
P29218,1.0
Q99PT3,0.5
Q96EL1,1.0
Q38862,0.5
Q9VDY1,1.0
Q6ZPV2,0.5
Q3HNM7,0.5
Q9VBB3,1.0
Q9FXA8,0.3333333333333333
P43596,0.5
P0CT04,0.5
P15314,0.2
Q9BUE6,1.0
Q9C9X7,0.5
Q6Z1Z3,1.0
Q9USP8,0.3333333333333333
P56574,0.5
Q12345,1.0
Q9BDB7,1.0
O45551,1.0
P39935,1.0
Q20898,1.0
Q64282,0.5
P05619,0.16666666666666666
O14063,0.14285714285714285
A9QM74,0.25
P38697,0.14285714285714285
P21620,0.14285714285714285
Q9NV31,0.5
Q96321,0.16666666666666666
Q94F00,0.25
Q6CE48,1.0
B3H615,1.0
Q8C0D7,0.3333333333333333
Q76PC7,1.0
Q21065,0.5
P09914,0.5
Q96FT9,1.0
Q2TB02,1.0
Q9ESJ7,0.5
O82170,1.0
O08900,0.5
Q6DD04,0.3333333333333333
O60086,1.0
P52292,0.3333333333333333
O59809,0.5
Q06142,0.16666666666666666
Q10297,1.0
O14344,0.14285714285714285
P25626,1.0
P53219,1.0
P32899,0.5
Q9JMC2,0.5
Q2I0E5,0.3333333333333333
Q06667,1.0
Q15051,1.0
P19158,1.0
P51617,1.0
P28776,1.0
Q5EIC4,0.5
Q8K337,1.0
Q700D2,1.0
P40154,0.3333333333333333
Q3KNY0,1.0
Q9BYH8,0.3333333333333333
Q9FH37,0.5
Q9LIQ6,1.0
Q8WYH8,0.3333333333333333
Q9VPH0,1.0
Q96Q89,0.5
Q14807,0.5
Q21017,0.08333333333333333
Q96RR4,0.5
Q56A24,1.0
O59751,0.3333333333333333
Q03164,0.2
Q8IZD2,1.0
Q6Q783,1.0
Q9LDN0,0.5
Q8GS71,0.25
F4IIS5,1.0
O44548,1.0
Q9Z2Q2,1.0
Q05655,0.5
P41743,0.3333333333333333
Q9LRY0,0.5
O61585,0.5
Q9FQ09,1.0
Q93ZV7,0.5
Q53H82,1.0
S0DQI7,0.5
Q94901,0.3333333333333333
Q6ZQ58,0.125
Q9BRS8,0.5
Q9SA51,0.3333333333333333
O82359,1.0
P06239,0.5
O43679,0.3333333333333333
O95751,1.0
P46013,0.5
P52732,0.25
O60333,0.16666666666666666
Q5T7B8,1.0
Q91637,1.0
Q8N4N8,1.0
Q99661,0.5
P33174,0.14285714285714285
Q9QWT9,1.0
Q9Y7X9,0.25
Q9US36,0.5
Q60793,0.3333333333333333
P14681,0.1111111111111111
P34808,1.0
Q9FQ08,1.0
P32807,1.0
Q40424,1.0
Q6NYV9,0.25
P38439,1.0
O94413,0.14285714285714285
Q12265,0.16666666666666666
Q9FKB5,0.5
Q9PUL2,0.25
A2BE28,0.5
Q9CX60,0.5
Q6ZMR3,1.0
Q02796,1.0
P42846,1.0
Q0WNX9,0.5
Q13601,0.3333333333333333
P07247,1.0
O61577,0.25
Q16719,1.0
Q8LPS1,0.2
Q9M0K4,0.04
O43813,1.0
Q9NS86,1.0
O22131,0.06666666666666667
O95232,0.3333333333333333
Q21341,1.0
Q12166,1.0
A2AVQ5,1.0
Q27365,1.0
Q11107,1.0
G5EDW7,1.0
Q948J9,1.0
Q91Z79,0.3333333333333333
Q3UWR2,1.0
Q9R226,0.25
Q7TSP2,1.0
Q8T135,0.2
P46086,0.5
O60870,0.2
Q9SX73,1.0
O81629,0.2
Q13351,1.0
Q13887,1.0
Q8JZP3,0.5
Q8IXQ5,0.3333333333333333
Q9US60,0.3333333333333333
Q25298,0.2
Q3U8K7,0.5
Q07970,0.5
Q9FHN8,1.0
F9W301,0.25
Q8S950,0.5
Q19266,1.0
P20444,0.25
P09215,0.5
P09217,0.5
P38620,0.14285714285714285
Q8GYJ3,0.3333333333333333
Q94CL9,1.0
Q9VPU8,0.3333333333333333
Q63531,0.3333333333333333
O75676,1.0
Q8BSK8,1.0
Q9NVR5,1.0
Q8IV20,1.0
P83111,0.08333333333333333
O04479,0.3333333333333333
Q86VQ0,1.0
Q9C5X3,1.0
Q9JLP1,0.25
Q6S000,1.0
Q15058,1.0
Q9NGQ2,0.16666666666666666
Q9BPU3,1.0
P28741,0.25
Q6QLM7,0.2
Q9BVG8,0.25
Q09780,0.5
Q2PQA9,0.25
Q9SV36,0.16666666666666666
Q2M2Z5,1.0
Q8N7A1,1.0
Q9UIH9,1.0
P87245,1.0
P17252,0.25
P63318,0.25
F1M7Y5,0.3333333333333333
Q05513,0.25
P41831,0.2
P38063,0.14285714285714285
Q9SCR2,1.0
Q96S38,0.5
Q4V7Y7,0.5
Q9H9P8,0.16666666666666666
Q9CAP8,1.0
P08928,0.16666666666666666
O95835,0.5
Q53QV2,0.5
Q9CWU5,1.0
Q9WU01,0.25
O75525,0.25
Q80WE4,0.5
